Subject,Predicate,Object,Evidence
a(CHEBI:16112 ! "chlorogenic acid"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Chlorogenic acid inhibits SARS-CoV-2.
a(CHEBI:35702 ! "diethyl ether"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Diethyl ether inhibits SARS Virus.
a(CHEBI:35702 ! "diethyl ether"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Diethyl ether inhibits SARS-CoV-2.
a(CHEBI:28527 ! rutin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Rutin inhibits SARS Virus.
a(CHEBI:28527 ! rutin),decreases,a(TEXT:"Zika Virus"),Rutin inhibits Zika Virus.
a(CHEBI:28527 ! rutin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Rutin inhibits SARS-CoV-2.
a(CHEBI:28527 ! rutin),decreases,bp(MESH:D006505 ! Hepatitis),Rutin inhibits Murine hepatitis virus.
a(CHEBI:4754 ! econazole),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Econazole inhibits SARS Virus.
a(CHEBI:47519 ! ketoconazole),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Ketoconazole inhibits SARS Virus.
a(CHEBI:47519 ! ketoconazole),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Ketoconazole inhibits SARS-CoV-2.
a(CHEBI:6923 ! miconazole),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Miconazole inhibits SARS Virus.
a(CHEBI:6923 ! miconazole),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Miconazole inhibits SARS-CoV-2.
a(CHEBI:138014 ! "EC 3.4.22.56 (caspase-3) inhibitor"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),EC 3.4.22.56 (caspase-3) inhibitor inhibits SARS Virus.
a(CHEBI:3219 ! bupropion),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Bupropion inhibits SARS Virus.
a(CHEBI:3219 ! bupropion),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Bupropion inhibits SARS-CoV-2.
a(CHEBI:15756 ! "hexadecanoic acid"),decreases,bp(MESH:D012295 ! "Rift Valley Fever"),Hexadecanoic acid inhibits Rift Valley fever virus.
a(CHEBI:15756 ! "hexadecanoic acid"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Hexadecanoic acid inhibits SARS-CoV-2.
a(CHEBI:18405 ! "pyridoxal 5'-phosphate"),decreases,bp(MESH:D012295 ! "Rift Valley Fever"),Pyridoxal 5'-phosphate inhibits Rift Valley fever virus.
a(CHEBI:17748 ! thymidine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Thymidine inhibits SARS Virus.
a(CHEBI:17748 ! thymidine),decreases,bp(MESH:D013577 ! Syndrome),Thymidine inhibits Middle East Respiratory Syndrome Coronavirus.
p(HGNC:23664 ! SH3PXD2A),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Fish Oils inhibits SARS Virus.
p(HGNC:23664 ! SH3PXD2A),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Fish Oils inhibits SARS-CoV-2.
a(CHEBI:91092 ! "EC 2.7.11.26 (tau-protein kinase) inhibitor"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),EC 2.7.11.26 (tau-protein kinase) inhibitor inhibits SARS Virus.
a(CHEBI:2639 ! amiloride),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Amiloride inhibits SARS Virus.
a(CHEBI:2567 ! "alendronic acid"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Alendronic acid inhibits SARS Virus.
a(CHEBI:32954 ! "sodium acetate"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Sodium acetate inhibits SARS Virus.
a(CHEBI:17076 ! streptomycin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Streptomycin inhibits SARS Virus.
a(CHEBI:17076 ! streptomycin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Streptomycin inhibits SARS-CoV-2.
a(CHEBI:28241 ! papaverine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Papaverine inhibits SARS Virus.
a(CHEBI:29103 ! "potassium(1+)"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Potassium(1+) inhibits SARS Virus.
a(CHEBI:52646 ! "leptomycin B"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Leptomycin B inhibits SARS Virus.
a(CHEBI:4910 ! etomidate),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Etomidate inhibits SARS Virus.
a(CHEBI:16830 ! methylamine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Methylamine inhibits SARS Virus.
a(CHEBI:16335 ! adenosine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Adenosine inhibits SARS Virus.
a(CHEBI:16335 ! adenosine),decreases,bp(MESH:D012295 ! "Rift Valley Fever"),Adenosine inhibits Rift Valley fever virus.
a(CHEBI:16335 ! adenosine),decreases,bp(MESH:D013577 ! Syndrome),Adenosine inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:16335 ! adenosine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Adenosine inhibits SARS-CoV-2.
a(CHEBI:24848 ! inositol),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Inositol inhibits SARS Virus.
a(CHEBI:24848 ! inositol),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Inositol inhibits SARS-CoV-2.
p(UP:P84801 ! P84801),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Griffithsin inhibits SARS Virus.
p(UP:P84801 ! P84801),decreases,bp(MESH:D013577 ! Syndrome),Griffithsin inhibits Middle East Respiratory Syndrome Coronavirus.
p(UP:P84801 ! P84801),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Griffithsin inhibits SARS-CoV-2.
p(UP:P84801 ! P84801),decreases,a(TEXT:"Nipah Virus"),Griffithsin inhibits Nipah Virus.
a(CHEBI:63959 ! celastrol),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Celastrol inhibits SARS Virus.
a(CHEBI:63959 ! celastrol),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Celastrol inhibits SARS-CoV-2.
a(CHEBI:85146 ! carboxymethylcellulose),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Carboxymethylcellulose inhibits SARS Virus.
a(CHEBI:85146 ! carboxymethylcellulose),decreases,bp(MESH:D012295 ! "Rift Valley Fever"),Carboxymethylcellulose inhibits Rift Valley fever virus.
a(CHEBI:85146 ! carboxymethylcellulose),decreases,a(TEXT:"Zika Virus"),Carboxymethylcellulose inhibits Zika Virus.
a(CHEBI:34292 ! "1,3-benzothiazole-2-thiol"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),1,3-benzothiazole-2-thiol inhibits SARS Virus.
a(CHEBI:27953 ! physostigmine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Physostigmine inhibits SARS Virus.
a(CHEBI:77635 ! "calcium phosphate"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Calcium phosphate inhibits SARS Virus.
a(CHEBI:77635 ! "calcium phosphate"),decreases,bp(MESH:D013577 ! Syndrome),Calcium phosphate inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:36578 ! pyrithione),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Pyrithione inhibits SARS Virus.
a(CHEBI:15891 ! taurine),decreases,bp(MESH:D012295 ! "Rift Valley Fever"),Taurine inhibits Rift Valley fever virus.
a(CHEBI:15891 ! taurine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Taurine inhibits SARS-CoV-2.
a(CHEBI:33375 ! "gadolinium atom"),decreases,bp(MESH:D013577 ! Syndrome),Gadolinium atom inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:33375 ! "gadolinium atom"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Gadolinium atom inhibits SARS Virus.
a(CHEBI:33375 ! "gadolinium atom"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Gadolinium atom inhibits SARS-CoV-2.
a(CHEBI:59640 ! N-acetylglucosamine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),N-acetylglucosamine inhibits SARS Virus.
a(CHEBI:6426 ! leupeptin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Leupeptin inhibits SARS Virus.
a(CHEBI:6426 ! leupeptin),decreases,bp(MESH:D013577 ! Syndrome),Leupeptin inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:6426 ! leupeptin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Leupeptin inhibits SARS-CoV-2.
a(CHEBI:6426 ! leupeptin),decreases,a(TEXT:"Zika Virus"),Leupeptin inhibits Zika Virus.
a(CHEBI:23414 ! "copper(II) sulfate"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Copper(II) sulfate inhibits SARS Virus.
a(CHEBI:15647 ! "leukotriene B4"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Leukotriene B4 inhibits SARS Virus.
a(CHEBI:26267 ! proanthocyanidin),decreases,bp(MESH:D013577 ! Syndrome),Proanthocyanidin inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:31175 ! "adefovir pivoxil"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Adefovir pivoxil inhibits SARS Virus.
a(CHEBI:110423 ! "clodronic acid"),decreases,bp(MESH:D012295 ! "Rift Valley Fever"),Clodronic acid inhibits Rift Valley fever virus.
a(CHEBI:51371 ! "muscle relaxant"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Muscle relaxant inhibits SARS Virus.
a(CHEBI:51371 ! "muscle relaxant"),decreases,bp(MESH:D013577 ! Syndrome),Muscle relaxant inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:51371 ! "muscle relaxant"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Muscle relaxant inhibits SARS-CoV-2.
a(CHEBI:17334 ! penicillin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Penicillin inhibits SARS Virus.
p(FPLX:LH ! LH),decreases,bp(MESH:D013577 ! Syndrome),LH inhibits Middle East Respiratory Syndrome Coronavirus.
p(FPLX:LH ! LH),decreases,a(TEXT:"Zika Virus"),LH inhibits Zika Virus.
a(CHEBI:75902 ! hispidulin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Hispidulin inhibits SARS Virus.
a(CHEBI:75902 ! hispidulin),decreases,bp(MESH:D013577 ! Syndrome),Hispidulin inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:75902 ! hispidulin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Hispidulin inhibits SARS-CoV-2.
a(CHEBI:18152 ! myricetin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Myricetin inhibits SARS Virus.
a(CHEBI:18152 ! myricetin),decreases,a(TEXT:"Zika Virus"),Myricetin inhibits Zika Virus.
a(CHEBI:18152 ! myricetin),decreases,bp(MESH:D013577 ! Syndrome),Myricetin inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:18152 ! myricetin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Myricetin inhibits SARS-CoV-2.
a(CHEBI:65232 ! "EC 3.4.21.5 (thrombin) inhibitor"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),EC 3.4.21.5 (thrombin) inhibitor inhibits SARS Virus.
a(CHEBI:65232 ! "EC 3.4.21.5 (thrombin) inhibitor"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),EC 3.4.21.5 (thrombin) inhibitor inhibits SARS-CoV-2.
a(CHEBI:30768 ! "propionic acid"),decreases,bp(MESH:D013577 ! Syndrome),Propionic acid inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:52717 ! bortezomib),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Bortezomib inhibits SARS Virus.
a(CHEBI:52717 ! bortezomib),decreases,bp(MESH:D012295 ! "Rift Valley Fever"),Bortezomib inhibits Rift Valley fever virus.
a(CHEBI:52717 ! bortezomib),decreases,a(TEXT:"Zika Virus"),Bortezomib inhibits Zika Virus.
a(CHEBI:52717 ! bortezomib),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Bortezomib inhibits SARS-CoV-2.
a(CHEBI:52717 ! bortezomib),decreases,a(TEXT:"Nipah Virus"),Bortezomib inhibits Nipah Virus.
a(CHEBI:75142 ! N-benzyloxycarbonyl-L-leucyl-L-leucyl-L-leucinal),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),N-benzyloxycarbonyl-L-leucyl-L-leucyl-L-leucinal inhibits SARS Virus.
a(CHEBI:75142 ! N-benzyloxycarbonyl-L-leucyl-L-leucyl-L-leucinal),decreases,bp(MESH:D012295 ! "Rift Valley Fever"),N-benzyloxycarbonyl-L-leucyl-L-leucyl-L-leucinal inhibits Rift Valley fever virus.
a(CHEBI:75142 ! N-benzyloxycarbonyl-L-leucyl-L-leucyl-L-leucinal),decreases,bp(MESH:C000656484 ! SARS-CoV-2),N-benzyloxycarbonyl-L-leucyl-L-leucyl-L-leucinal inhibits SARS-CoV-2.
a(CHEBI:75142 ! N-benzyloxycarbonyl-L-leucyl-L-leucyl-L-leucinal),decreases,bp(MESH:D006505 ! Hepatitis),N-benzyloxycarbonyl-L-leucyl-L-leucyl-L-leucinal inhibits Murine hepatitis virus.
a(CHEBI:67239 ! "EC 3.2.1.20 (alpha-glucosidase) inhibitor"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),EC 3.2.1.20 (alpha-glucosidase) inhibitor inhibits SARS Virus.
a(CHEBI:67239 ! "EC 3.2.1.20 (alpha-glucosidase) inhibitor"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),EC 3.2.1.20 (alpha-glucosidase) inhibitor inhibits SARS-CoV-2.
a(CHEBI:65408 ! andrographolide),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Andrographolide inhibits SARS Virus.
a(CHEBI:65408 ! andrographolide),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Andrographolide inhibits SARS-CoV-2.
a(CHEBI:15816 ! D-arginine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),D-arginine inhibits SARS Virus.
a(CHEBI:15379 ! dioxygen),decreases,bp(MESH:D012295 ! "Rift Valley Fever"),Dioxygen inhibits Rift Valley fever virus.
a(CHEBI:15379 ! dioxygen),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Dioxygen inhibits SARS-CoV-2.
a(CHEBI:6931 ! midazolam),decreases,bp(MESH:D013577 ! Syndrome),Midazolam inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:6931 ! midazolam),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Midazolam inhibits SARS-CoV-2.
a(CHEBI:8069 ! phenobarbital),decreases,bp(MESH:D013577 ! Syndrome),Phenobarbital inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:8069 ! phenobarbital),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Phenobarbital inhibits SARS Virus.
a(CHEBI:49713 ! "lithium(1+)"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Lithium(1+) inhibits SARS Virus.
a(TEXT:Fibrinolysin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Fibrinolysin inhibits SARS Virus.
a(CHEBI:28971 ! ampicillin),decreases,bp(MESH:D013577 ! Syndrome),Ampicillin inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:28971 ! ampicillin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Ampicillin inhibits SARS-CoV-2.
a(CHEBI:38462 ! "EC 3.1.1.7 (acetylcholinesterase) inhibitor"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),EC 3.1.1.7 (acetylcholinesterase) inhibitor inhibits SARS Virus.
a(TEXT:Pranobex),decreases,bp(MESH:D012295 ! "Rift Valley Fever"),Inosine Pranobex inhibits Rift Valley fever virus.
a(TEXT:Pranobex),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Inosine Pranobex inhibits SARS-CoV-2.
a(CHEBI:17489 ! "3',5'-cyclic AMP"),decreases,bp(MESH:D013577 ! Syndrome),3',5'-cyclic AMP inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:17489 ! "3',5'-cyclic AMP"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),3',5'-cyclic AMP inhibits SARS-CoV-2.
a(CHEBI:46631 ! clonidine),decreases,bp(MESH:D013577 ! Syndrome),Clonidine inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:46631 ! clonidine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Clonidine inhibits SARS Virus.
a(CHEBI:46631 ! clonidine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Clonidine inhibits SARS-CoV-2.
a(CHEBI:61115 ! "EC 3.5.1.98 (histone deacetylase) inhibitor"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),EC 3.5.1.98 (histone deacetylase) inhibitor inhibits SARS Virus.
a(CHEBI:63962 ! "Hsp90 inhibitor"),decreases,bp(MESH:D012295 ! "Rift Valley Fever"),Hsp90 inhibitor inhibits Rift Valley fever virus.
a(CHEBI:6532 ! loperamide),decreases,bp(MESH:D013577 ! Syndrome),Loperamide inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:6532 ! loperamide),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Loperamide inhibits SARS Virus.
a(CHEBI:17620 ! "ferulic acid"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Ferulic acid inhibits SARS Virus.
a(CHEBI:17620 ! "ferulic acid"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Ferulic acid inhibits SARS-CoV-2.
a(CHEBI:28918 ! "(R)-adrenaline"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),(R)-adrenaline inhibits SARS Virus.
a(CHEBI:28918 ! "(R)-adrenaline"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),(R)-adrenaline inhibits SARS-CoV-2.
a(CHEBI:28918 ! "(R)-adrenaline"),decreases,bp(MESH:D013577 ! Syndrome),(R)-adrenaline inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:4466 ! dexmedetomidine),decreases,bp(MESH:D013577 ! Syndrome),Dexmedetomidine inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:4466 ! dexmedetomidine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Dexmedetomidine inhibits SARS-CoV-2.
a(CHEBI:7550 ! Nicardipine),decreases,bp(MESH:D013577 ! Syndrome),Nicardipine inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:8802 ! remifentanil),decreases,bp(MESH:D013577 ! Syndrome),Remifentanil inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:8802 ! remifentanil),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Remifentanil inhibits SARS-CoV-2.
a(CHEBI:35581 ! indole),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Indole inhibits SARS Virus.
a(CHEBI:35581 ! indole),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Indole inhibits SARS-CoV-2.
a(CHEBI:119915 ! fentanyl),decreases,bp(MESH:D013577 ! Syndrome),Fentanyl inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:119915 ! fentanyl),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Fentanyl inhibits SARS-CoV-2.
a(CHEBI:44915 ! propofol),decreases,bp(MESH:D013577 ! Syndrome),Propofol inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:44915 ! propofol),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Propofol inhibits SARS-CoV-2.
a(CHEBI:52261 ! "rose bengal"),decreases,bp(MESH:D012295 ! "Rift Valley Fever"),Rose bengal inhibits Rift Valley fever virus.
a(CHEBI:44369 ! duvoglustat),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Duvoglustat inhibits SARS Virus.
a(CHEBI:7789 ! orphenadrine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Orphenadrine inhibits SARS Virus.
a(CHEBI:15443 ! inulin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Inulin inhibits SARS Virus.
a(CHEBI:16750 ! guanosine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Guanosine inhibits SARS Virus.
a(CHEBI:16750 ! guanosine),decreases,bp(MESH:D013577 ! Syndrome),Guanosine inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:16750 ! guanosine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Guanosine inhibits SARS-CoV-2.
a(TEXT:Ipilimumab),decreases,bp(MESH:D013577 ! Syndrome),Ipilimumab inhibits Middle East Respiratory Syndrome Coronavirus.
a(TEXT:Ipilimumab),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Ipilimumab inhibits SARS-CoV-2.
a(TEXT:Omalizumab),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Omalizumab inhibits SARS Virus.
a(TEXT:Omalizumab),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Omalizumab inhibits SARS-CoV-2.
a(CHEBI:4445 ! desflurane),decreases,bp(MESH:D013577 ! Syndrome),Desflurane inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:9130 ! sevoflurane),decreases,bp(MESH:D013577 ! Syndrome),Sevoflurane inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:9130 ! sevoflurane),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Sevoflurane inhibits SARS-CoV-2.
a(CHEBI:9130 ! sevoflurane),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Sevoflurane inhibits SARS Virus.
a(CHEBI:50673 ! methimazole),decreases,bp(MESH:D013577 ! Syndrome),Methimazole inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:46938 ! zebularine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Zebularine inhibits SARS Virus.
a(CHEBI:39123 ! "calcium cation"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Calcium cation inhibits SARS Virus.
a(CHEBI:39123 ! "calcium cation"),decreases,bp(MESH:D013577 ! Syndrome),Calcium cation inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:2469 ! adefovir),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Adefovir inhibits SARS Virus.
a(CHEBI:17634 ! D-glucose),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),D-glucose inhibits SARS Virus.
a(CHEBI:17698 ! chloramphenicol),decreases,a(TEXT:"Zika Virus"),Chloramphenicol inhibits Zika Virus.
a(CHEBI:17698 ! chloramphenicol),decreases,a(TEXT:"Nipah Virus"),Chloramphenicol inhibits Nipah Virus.
a(CHEBI:82721 ! dalbavancin),decreases,bp(MESH:D013577 ! Syndrome),Dalbavancin inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:82721 ! dalbavancin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Dalbavancin inhibits SARS Virus.
a(CHEBI:82721 ! dalbavancin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Dalbavancin inhibits SARS-CoV-2.
a(CHEBI:82699 ! oritavancin),decreases,bp(MESH:D013577 ! Syndrome),Oritavancin inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:82699 ! oritavancin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Oritavancin inhibits SARS Virus.
a(CHEBI:71229 ! telavancin),decreases,bp(MESH:D013577 ! Syndrome),Telavancin inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:71229 ! telavancin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Telavancin inhibits SARS Virus.
a(CHEBI:27082 ! trehalose),decreases,bp(MESH:D012295 ! "Rift Valley Fever"),Trehalose inhibits Rift Valley fever virus.
a(CHEBI:27082 ! trehalose),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Trehalose inhibits SARS-CoV-2.
a(CHEBI:100246 ! norfloxacin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Norfloxacin inhibits SARS Virus.
a(CHEBI:23765 ! quinolone),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Quinolone inhibits SARS Virus.
a(CHEBI:27436 ! methyltestosterone),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Methyltestosterone inhibits SARS Virus.
a(CHEBI:37733 ! "EC 3.1.1.8 (cholinesterase) inhibitor"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),EC 3.1.1.8 (cholinesterase) inhibitor inhibits SARS Virus.
a(CHEBI:42944 ! galanthamine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Galanthamine inhibits SARS Virus.
a(CHEBI:6650 ! "malic acid"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Malic acid inhibits SARS Virus.
a(CHEBI:53258 ! "sodium citrate"),decreases,bp(MESH:D013577 ! Syndrome),Sodium citrate inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:53258 ! "sodium citrate"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Sodium citrate inhibits SARS Virus.
a(CHEBI:53258 ! "sodium citrate"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Sodium citrate inhibits SARS-CoV-2.
a(CHEBI:12777 ! "vitamin A"),decreases,a(TEXT:"Zika Virus"),Vitamin A inhibits Zika Virus.
a(CHEBI:12777 ! "vitamin A"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Vitamin A inhibits SARS-CoV-2.
a(CHEBI:12777 ! "vitamin A"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Vitamin A inhibits SARS Virus.
a(CHEBI:134723 ! asunaprevir),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Asunaprevir inhibits SARS Virus.
a(CHEBI:134723 ! asunaprevir),decreases,a(TEXT:"Zika Virus"),Asunaprevir inhibits Zika Virus.
a(TEXT:Emricasan),decreases,a(TEXT:"Zika Virus"),Emricasan inhibits Zika Virus.
a(CHEBI:608828 ! enfuvirtide),decreases,bp(MESH:D013577 ! Syndrome),Enfuvirtide inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:608828 ! enfuvirtide),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Enfuvirtide inhibits SARS Virus.
a(CHEBI:3732 ! clarithromycin),decreases,bp(MESH:D013577 ! Syndrome),Clarithromycin inhibits Middle East Respiratory Syndrome Coronavirus.
